desc,file_id_full,file_id_thumb,medium,title,year
"Frost
Claude Oscar Monet  (1875)Private collectionPainting - oil on canvasUploaded Sunday, 18 September 2005 by member rocsdadPublic domain",46806,46805,oil,Frost,1875
"Fruit Basket with Apples and Grapes
Claude Oscar Monet  (1879)Metropolitan Museum of Art - New York, NYPainting - oil on canvasUploaded Sunday, 12 January 2003 by member rocsdadPublic domain",6481,6480,oil,Fruit Basket with Apples and Grapes,1879
"Fruit Trees
Claude Oscar Monet  (1865-1875)Private collectionDrawing - pastelUploaded Saturday, 25 January 2003 by member rocsdadPublic domain",8210,8209,pastel,Fruit Trees,1865-1875
"The 'Galettes'
Claude Oscar Monet  (1882)Private collectionPainting - oil on canvasUploaded Tuesday, 14 January 2003 by member rocsdadPublic domain",6669,6668,oil,The 'Galettes',1882
"The Garden
(also known as Irises)Claude Oscar Monet  (1900)Private collectionPainting - oil on canvasUploaded Tuesday, 21 January 2003 by member rocsdadPublic domain",7690,7689,oil,The Garden,1900
"The Garden and Flowers at Sainte-Adresse
Claude Oscar MonetMusÃ©e FabrePainting - oil on canvasUploaded Thursday, 12 November 2015 by member kohn1foxPublic domain Added 20 days ago.",672191,672190,oil,The Garden and Flowers at Sainte-Adresse,[]
"The Garden at Argenteuil
(also known as The Dahlias)Claude Oscar Monet  (1873)National Gallery of Art - Washington DCPainting - oil on canvasUploaded Saturday, 11 January 2003 by member rocsdadPublic domain",6241,6240,oil,The Garden at Argenteuil,1873
"The Garden at Giverny
Claude Oscar Monet  (1922-1924)MusÃ©e Marmottan MonetPainting - oil on canvasUploaded Saturday, 25 January 2003 by member rocsdadPublic domain",8148,8147,oil,The Garden at Giverny,1922-1924
"Garden at Sainte-Adresse
Claude Oscar Monet  (1867)Metropolitan Museum of Art - New York, NYPainting - oil on canvasUploaded Tuesday, 18 September 2001 by member chris_mccormickPublic domain",396271,396270,oil,Garden at Sainte-Adresse,1867
"Gardener's House at Antibes
Claude Oscar Monet  (1888)Cleveland Museum of ArtPainting - oil on canvasUploaded Saturday, 18 January 2003 by member rocsdadPublic domain",7088,7087,oil,Gardener's House at Antibes,1888
"The Garden Gate
Claude Oscar Monet  (1881)Private collectionPainting - oil on canvasUploaded Tuesday, 14 January 2003 by member rocsdadPublic domain",6605,6604,oil,The Garden Gate,1881
"The Garden Gate at Vetheuil
Claude Oscar Monet  (1881)Private collectionPainting - oil on canvasUploaded Monday, 13 October 2008 by member rocsdadPublic domain",75746,75745,oil,The Garden Gate at Vetheuil,1881
"The Garden, Gladioli
Claude Oscar Monet  (1876)Detroit Institute of the ArtsPainting - oil on canvasUploaded Sunday, 12 January 2003 by member rocsdadPublic domain",396457,396456,oil,"The Garden, Gladioli",1876
"Garden in Bloom in Sainte-Adresse
Claude Oscar Monet  (1866)MusÃ©e d'OrsayPainting - oil on canvasUploaded Saturday, 11 January 2003 by member rocsdadPublic domain",6026,6025,oil,Garden in Bloom in Sainte-Adresse,1866
"Garden in Bordighera, Morning Effect
Claude Oscar Monet  (1884)The State Hermitage Museum - St PetersburgPainting - oil on canvasUploaded Wednesday, 15 January 2003 by member rocsdadPublic domain",6805,6804,oil,"Garden in Bordighera, Morning Effect",1884
"Garden of the Princess
Claude Oscar Monet  (1867)Allen Memorial Art Museum - Oberlin, OHPainting - oil on canvasUploaded Friday, 10 January 2003 by member rocsdadPublic domain",396274,396273,oil,Garden of the Princess,1867
"The Geese
Claude Oscar Monet  (1874)Sterling and Francine Clark Art Institute - Williamstown, MAPainting - oil on canvasUploaded Saturday, 27 June 2015 by member kohn1foxPublic domain",608286,608285,oil,The Geese,1874
"Giverny in Springtime
Claude Oscar Monet  (1899-1900)Private collectionPainting - oil on canvasUploaded Tuesday, 21 January 2003 by member rocsdadPublic domain",7684,7683,oil,Giverny in Springtime,1899-1900
"Gondola in Venice
Claude Oscar Monet  (1908)MusÃ©e des Beaux-Arts de NantesPainting - oil on canvasUploaded Thursday, 23 January 2003 by member rocsdadPublic domain",7918,7917,oil,Gondola in Venice,1908
"The Gorge at Varengeville
Claude Oscar Monet  (1882)Private collectionPainting - oil on canvasUploaded Tuesday, 14 January 2003 by member rocsdadPublic domain",6659,6658,oil,The Gorge at Varengeville,1882
"The Gorge at Varengeville, Late Afternoon
Claude Oscar Monet  (1897)Fogg Museum of Art - Harvard UniversityPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7438,7437,oil,"The Gorge at Varengeville, Late Afternoon",1897
"The Gorge du Petit Ailly, Verengeville, Grey Weather
Claude Oscar Monet  (1897)Private collectionPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7440,7439,oil,"The Gorge du Petit Ailly, Verengeville, Grey Weather",1897
"Gorge of the Creuse
Claude Oscar Monet  (1889)Private collectionPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7172,7171,oil,Gorge of the Creuse,1889
"Gorge of the Petite Creuse
Claude Oscar Monet  (1889)Museum of Fine Arts - BostonPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7176,7175,oil,Gorge of the Petite Creuse,1889
"Grainstack
Claude Oscar Monet  (1890-1891)Art Institute of ChicagoPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7238,7237,oil,Grainstack,1890-1891
"Grainstack
Claude Oscar Monet  (1891)Private collectionPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7242,7241,oil,Grainstack,1891
"Grainstack at Giverny
Claude Oscar Monet  (1889)Tel Aviv Museum of ArtPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7156,7155,oil,Grainstack at Giverny,1889
"Grainstack at Sunset
Claude Oscar Monet  (1891)Museum of Fine Arts - BostonPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7246,7245,oil,Grainstack at Sunset,1891
"Grainstack at Sunset
Claude Oscar Monet  (1908-1912)Private collectionPainting - oil on canvasUploaded Thursday, 23 January 2003 by member rocsdadPublic domain",7920,7919,oil,Grainstack at Sunset,1908-1912
"Grainstack at Sunset, Winter
Claude Oscar Monet  (1890-1891)Private collectionPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7236,7235,oil,"Grainstack at Sunset, Winter",1890-1891
"Grainstack, Impression in Pinks and Blues
Claude Oscar Monet  (1891)Private collectionPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7248,7247,oil,"Grainstack, Impression in Pinks and Blues",1891
"Grainstack in Overcast Weather, Snow Effect
Claude Oscar Monet  (1890-1891)Art Institute of ChicagoPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7234,7233,oil,"Grainstack in Overcast Weather, Snow Effect",1890-1891
"Grainstack in the Morning, Snow Effect
Claude Oscar Monet  (1890-1891)Museum of Fine Arts - BostonPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7232,7231,oil,"Grainstack in the Morning, Snow Effect",1890-1891
"Grainstacks
Claude Oscar Monet  (1890)Private collectionPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7220,7219,oil,Grainstacks,1890
"Grainstacks at Chailly at Sunrise
Claude Oscar Monet  (1865)San Diego Museum of ArtPainting - oil on canvasUploaded Friday, 10 January 2003 by member rocsdadPublic domain",5998,5997,oil,Grainstacks at Chailly at Sunrise,1865
"Grainstacks at Giverny, Morning Effect
Claude Oscar Monet  (1888-1889)Private collectionPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7154,7153,oil,"Grainstacks at Giverny, Morning Effect",1888-1889
"Grainstacks at Giverny, Sunset
Claude Oscar Monet  (1888-1889)Museum of Modern Art, SaitamaPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7152,7151,oil,"Grainstacks at Giverny, Sunset",1888-1889
"Grainstacks at Sunset, Snow Effect
Claude Oscar Monet  (1890-1891)Art Institute of ChicagoPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7228,7227,oil,"Grainstacks at Sunset, Snow Effect",1890-1891
"Grainstacks at the End of Summer, Evening Effect
Claude Oscar Monet  (1897)Art Institute of ChicagoPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7214,7213,oil,"Grainstacks at the End of Summer, Evening Effect",1897
"Grainstacks at the End of Summer, Morning Effect
Claude Oscar Monet  (1890)MusÃ©e d'OrsayPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7210,7209,oil,"Grainstacks at the End of Summer, Morning Effect",1890
"Grainstacks in the Morning, Snow Effect
Claude Oscar Monet  (1891)J. Paul Getty Museum - Los AngelesPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7224,7223,oil,"Grainstacks in the Morning, Snow Effect",1891
"Grainstacks in the Sunlight, Midday
Claude Oscar Monet  (1890-1891)National Gallery of AustraliaPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7218,7217,oil,"Grainstacks in the Sunlight, Midday",1890-1891
"Grainstacks in the Sunlight, Morning Effect
Claude Oscar Monet  (1890)Private collectionPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7212,7211,oil,"Grainstacks in the Sunlight, Morning Effect",1890
"Grainstacks, Snow Effect
Claude Oscar Monet  (1890-1891)Hill-Stead Museum - Farmington, CtPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7222,7221,oil,"Grainstacks, Snow Effect",1890-1891
"Grainstack, Sun in the Mist
Claude Oscar Monet  (1891)Minneapolis Institute of ArtsPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7244,7243,oil,"Grainstack, Sun in the Mist",1891
"Grainstacks, White Frost Effect
Claude Oscar Monet  (1890-1891)Scottish National Gallery - National Galleries of ScotlandPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7226,7225,oil,"Grainstacks, White Frost Effect",1890-1891
"Grainstacks, White Frost Effect By Monet
(also known as Grainstacks, In Snowy Effect By Monet)Claude Oscar Monet  (1890-1891)Metropolitan Museum of Art - New York, NYPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7230,7229,oil,"Grainstacks, White Frost Effect By Monet",1890-1891
"Grainstack, Thaw, Sunset
Claude Oscar Monet  (1890-1891)Art Institute of ChicagoPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7240,7239,oil,"Grainstack, Thaw, Sunset",1890-1891
"The Grand Canal
Claude Oscar Monet  (1908)Private collectionPainting - oil on canvasUploaded Wednesday, 22 January 2003 by member rocsdadPublic domain",7804,7803,oil,The Grand Canal,1908
"The Grand Canal
Claude Oscar Monet  (1908)Private collectionPainting - oil on canvasUploaded Wednesday, 22 January 2003 by member rocsdadPublic domain",7812,7811,oil,The Grand Canal,1908
"The Grand Canal
Claude Oscar Monet  (1908)Museum of Fine Arts - BostonPainting - oil on canvasUploaded Wednesday, 22 January 2003 by member rocsdadPublic domain",7806,7805,oil,The Grand Canal,1908
"The Grand Canal
Claude Oscar Monet  (1908)Private collectionPainting - oil on canvasUploaded Wednesday, 22 January 2003 by member rocsdadPublic domain",7808,7807,oil,The Grand Canal,1908
"The Grand Canal and Santa Maria della Salute
Claude Oscar Monet  (1908)Private collectionPainting - oil on canvasUploaded Wednesday, 22 January 2003 by member rocsdadPublic domain",7810,7809,oil,The Grand Canal and Santa Maria della Salute,1908
"The Grand Canal, Venice
Claude Oscar Monet  (1908)Legion of Honor (Fine Arts Museums of San Francisco)Painting - oil on canvasUploaded Wednesday, 22 January 2003 by member rocsdadPublic domain",7802,7801,oil,"The Grand Canal, Venice",1908
"The Grande Creuse by the Bridge at Vervy
Claude Oscar Monet  (1889)Philadelphia Museum of ArtPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7182,7181,oil,The Grande Creuse by the Bridge at Vervy,1889
"Green Park, London
Claude Oscar Monet  (1870-1871)Philadelphia Museum of ArtPainting - oil on canvasUploaded Wednesday, 17 September 2008 by member rocsdadPublic domain",241739,241738,oil,"Green Park, London",1870-1871
"Green Reflection (left half)
Claude Oscar Monet  (1920-1926)MusÃ©e de l'OrangeriePainting - oil on canvasUploaded Saturday, 25 January 2003 by member rocsdadPublic domain",8186,8185,oil,Green Reflection (left half),1920-1926
"Green Reflection (right half)
Claude Oscar Monet  (1920-1926)MusÃ©e de l'OrangeriePainting - oil on canvasUploaded Saturday, 25 January 2003 by member rocsdadPublic domain",8188,8187,oil,Green Reflection (right half),1920-1926
"The Green Wave
Claude Oscar Monet  (1866)Metropolitan Museum of Art - New York, NYPainting - oil on canvasUploaded Friday, 10 January 2003 by member rocsdadPublic domain",5908,5907,oil,The Green Wave,1866
"The Grotto of Port-Domois
Claude Oscar Monet  (1886)Private collectionPainting - oil on canvasUploaded Saturday, 18 January 2003 by member rocsdadPublic domain",7038,7037,oil,The Grotto of Port-Domois,1886
"Group of Rocks at Port-Goulphar
Claude Oscar Monet  (1886)Private collectionPainting - oil on canvasUploaded Saturday, 18 January 2003 by member rocsdadPublic domain",7024,7023,oil,Group of Rocks at Port-Goulphar,1886
"Grove of Olive Trees in Bordighera
Claude Oscar Monet  (1884)Private collectionPainting - oil on canvasUploaded Wednesday, 15 January 2003 by member rocsdadPublic domain",6813,6812,oil,Grove of Olive Trees in Bordighera,1884
"The Gulf Juan at Antibes
Claude Oscar Monet  (1888)Private collectionPainting - oil on canvasUploaded Saturday, 14 June 2003 by member rocsdadPublic domain",20283,20282,oil,The Gulf Juan at Antibes,1888
"The Gulf of Antibes
Claude Oscar Monet  (1888)Private collectionPainting - oil on canvasUploaded Saturday, 18 January 2003 by member rocsdadPublic domain",7102,7101,oil,The Gulf of Antibes,1888
"Gust of Wind
Claude Oscar Monet  (1881)Private collectionPainting - oil on canvasUploaded Tuesday, 14 January 2003 by member rocsdadPublic domain",6611,6610,oil,Gust of Wind,1881
"Guurtje Van de Stadt
Claude Oscar Monet  (1871)KrÃ¶ller-MÃ¼ller MuseumPainting - oil on canvasUploaded Saturday, 11 January 2003 by member rocsdadPublic domain",6141,6140,oil,Guurtje Van de Stadt,1871
"Hamerocallis
Claude Oscar Monet  (1914-1917)MusÃ©e Marmottan MonetPainting - oil on canvasUploaded Thursday, 23 January 2003 by member rocsdadPublic domain",7954,7953,oil,Hamerocallis,1914-1917
"The Hamlet of Chantemesie at the Foot of the Rock
Claude Oscar Monet  (1880)Private collectionPainting - oil on canvasUploaded Monday, 13 January 2003 by member rocsdadPublic domain",6521,6520,oil,The Hamlet of Chantemesie at the Foot of the Rock,1880
"The Harbor in Argenteuil
Claude Oscar Monet  (1875)Private collectionPainting - oil on canvasUploaded Tuesday, 1 October 2013 by member rocsdadPublic domain",366748,366747,oil,The Harbor in Argenteuil,1875
"Hauling a Boat Ashore, Honfleur
Claude Oscar Monet  (1864)Memorial Art Gallery of the University of RochesterPainting - oil on canvasUploaded Friday, 10 January 2003 by member rocsdadPublic domain",5984,5983,oil,"Hauling a Boat Ashore, Honfleur",1864
"A Haystack
Claude Oscar Monet  (1886)The State Hermitage Museum - St PetersburgPainting - oil on canvasUploaded Saturday, 18 January 2003 by member rocsdadPublic domain",7000,6999,oil,A Haystack,1886
"Haystack
Claude Oscar Monet  (1895)Michele & Donald DâAmour Museum of Fine ArtsPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7350,7349,oil,Haystack,1895
"Haystacks at Giverny
Claude Oscar Monet  (1884)Private collectionPainting - oil on canvasUploaded Saturday, 18 January 2003 by member rocsdadPublic domain",6867,6866,oil,Haystacks at Giverny,1884
"Haystacks at Giverny
Claude Oscar Monet  (1895)Private collectionPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7348,7347,oil,Haystacks at Giverny,1895
"Haystacks at Giverny
Claude Oscar Monet  (1885)Private collectionPainting - oil on canvasUploaded Saturday, 18 January 2003 by member rocsdadPublic domain",6939,6938,oil,Haystacks at Giverny,1885
"Haystacks, Overcast Day
Claude Oscar Monet  (1884)Private collectionPainting - oil on canvasUploaded Saturday, 18 January 2003 by member rocsdadPublic domain",6865,6864,oil,"Haystacks, Overcast Day",1884
"The Hills of Vetheuil
Claude Oscar Monet  (1880)Private collectionPainting - oil on canvasUploaded Monday, 13 January 2003 by member rocsdadPublic domain",6525,6524,oil,The Hills of Vetheuil,1880
"The Hoschedes' Garden at Montgeron
Claude Oscar Monet  (1876)The State Hermitage Museum - St PetersburgPainting - oil on canvasUploaded Sunday, 12 January 2003 by member rocsdadPublic domain",328768,328767,oil,The Hoschedes' Garden at Montgeron,1876
"Hotel des Roches Noires, Trouville
Claude Oscar Monet  (1870)MusÃ©e d'OrsayPainting - oil on canvasUploaded Saturday, 11 January 2003 by member rocsdadPublic domain",6080,6079,oil,"Hotel des Roches Noires, Trouville",1870
"The House among Roses
Claude Oscar Monet  (1925)Private collectionPainting - oil on canvasUploaded Sunday, 11 November 2012 by member rocsdadPublic domain",250928,250927,oil,The House among Roses,1925
"The House among the Roses
Claude Oscar Monet  (1925)Private collectionPainting - oil on canvasUploaded Saturday, 25 January 2003 by member rocsdadPublic domain",301474,301473,oil,The House among the Roses,1925
"The House among the Roses
Claude Oscar Monet  (1925)Museo Thyssen-BornemiszaPainting - oil on canvasUploaded Sunday, 15 December 2013 by member kohn1foxPublic domain",396739,396738,oil,The House among the Roses,1925
"Houses at Argenteuil
Claude Oscar Monet  (1891)Alte Nationalgalerie - Staatliche Museen zu BerlinPainting - oil on canvasUploaded Saturday, 14 December 2013 by member kohn1foxPublic domain",396574,396573,oil,Houses at Argenteuil,1891
"Houses at Falaise in the Fog
Claude Oscar Monet  (1885)Private collectionPainting - oil on canvasUploaded Saturday, 18 January 2003 by member rocsdadPublic domain",6907,6906,oil,Houses at Falaise in the Fog,1885
"Houses by the Sea
Claude Oscar Monet  (1864)Museum of Modern Art - New YorkDrawingUploaded Monday, 13 February 2012 by member rocsdadPublic domain",154460,154459,[],Houses by the Sea,1864
"The House Seen from the Rose Garden
Claude Oscar Monet  (1922-1924)Private collectionPainting - oil on canvasUploaded Saturday, 25 January 2003 by member rocsdadPublic domain",8146,8145,oil,The House Seen from the Rose Garden,1922-1924
"The House Seen from the Rose Garden
Claude Oscar Monet  (1922-1924)MusÃ©e Marmottan MonetPainting - oil on canvasUploaded Saturday, 25 January 2003 by member rocsdadPublic domain",8142,8141,oil,The House Seen from the Rose Garden,1922-1924
"The House Seen from the Rose Garden
Claude Oscar Monet  (1922-1924)MusÃ©e Marmottan MonetPainting - oil on canvasUploaded Saturday, 25 January 2003 by member rocsdadPublic domain",8144,8143,oil,The House Seen from the Rose Garden,1922-1924
"The House Seen through the Roses
Claude Oscar Monet  (1925-1926)Private collectionPainting - oil on canvasUploaded Saturday, 25 January 2003 by member rocsdadPublic domain",8156,8155,oil,The House Seen through the Roses,1925-1926
"Houses in the Snow
Claude Oscar Monet  (1895)Fondation Rau pour le Tiers-MondePainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",7380,7379,oil,Houses in the Snow,1895
"Houses in the Snow, Norway
Claude Oscar Monet  (1895)Private collectionPainting - oil on canvasUploaded Friday, 20 January 2006 by member rocsdadPublic domain",51314,51313,oil,"Houses in the Snow, Norway",1895
"Houses of Parliament
Claude Oscar Monet  (1900-1901)Private collectionPainting - oil on canvasUploaded Tuesday, 21 January 2003 by member rocsdadPublic domain",7664,7663,oil,Houses of Parliament,1900-1901
"Houses of Parliament, Effect of Sunlight in the fog
Claude Oscar Monet  (1900-1901)Private collectionPainting - oil on canvasUploaded Tuesday, 21 January 2003 by member rocsdadPublic domain",7636,7635,oil,"Houses of Parliament, Effect of Sunlight in the fog",1900-1901
"Houses of Parliament, Effect of Sunlight in the Fog
Claude Oscar Monet  (1900-1901)MusÃ©e d'OrsayPainting - oil on canvasUploaded Tuesday, 21 January 2003 by member rocsdadPublic domain",7674,7673,oil,"Houses of Parliament, Effect of Sunlight in the Fog",1900-1901
"Houses of Parliament, Fog Effect
Claude Oscar Monet  (1899-1901)Metropolitan Museum of Art - New York, NYPainting - oil on canvasUploaded Tuesday, 21 January 2003 by member rocsdadPublic domain",7672,7671,oil,"Houses of Parliament, Fog Effect",1899-1901
"Houses of Parliament, Fog Effect
Claude Oscar Monet  (1900-1901)Museum of Fine Arts - Saint Petersburg (Florida)Painting - oil on canvasUploaded Tuesday, 21 January 2003 by member rocsdadPublic domain",7676,7675,oil,"Houses of Parliament, Fog Effect",1900-1901
"Houses of Parliament, London, Symphony in Rose
Claude Oscar Monet  (1900-1901)Private collectionPainting - oil on canvasUploaded Tuesday, 21 January 2003 by member rocsdadPublic domain",7640,7639,oil,"Houses of Parliament, London, Symphony in Rose",1900-1901
"Houses of Parliament, Reflection of the Thames
Claude Oscar Monet  (1900-1901)MusÃ©e Marmottan MonetPainting - oil on canvasUploaded Tuesday, 21 January 2003 by member rocsdadPublic domain",7668,7667,oil,"Houses of Parliament, Reflection of the Thames",1900-1901
"Houses of Parliament, Seagulls
Claude Oscar Monet  (1899-1900)Princeton University Art MuseumPainting - oil on canvasUploaded Tuesday, 21 January 2003 by member rocsdadPublic domain",7678,7677,oil,"Houses of Parliament, Seagulls",1899-1900
"Houses of Parliament, Seagulls
Claude Oscar Monet  (1900-1901)The Pushkin State Museum of Fine ArtsPainting - oil on canvasUploaded Tuesday, 21 January 2003 by member rocsdadPublic domain",7680,7679,oil,"Houses of Parliament, Seagulls",1900-1901
"Houses of Parliament, Stormy Sky
Claude Oscar Monet  (1900-1901)Palais des Beaux Arts de LillePainting - oil on canvasUploaded Tuesday, 21 January 2003 by member rocsdadPublic domain",7666,7665,oil,"Houses of Parliament, Stormy Sky",1900-1901
"Houses of Parliament, Sunlight Effect
Claude Oscar Monet  (1900-1901)Brooklyn MuseumPainting - oil on canvasUploaded Tuesday, 21 January 2003 by member rocsdadPublic domain",7638,7637,oil,"Houses of Parliament, Sunlight Effect",1900-1901
"Houses of Parliament, Sunset
Claude Oscar Monet  (1900-1901)Kunsthaus - ZurichPainting - oil on canvasUploaded Tuesday, 21 January 2003 by member rocsdadPublic domain",7670,7669,oil,"Houses of Parliament, Sunset",1900-1901
"Houses of Parliament, Sunset
Claude Oscar Monet  (1900-1901)Kaiser-Wilhelm-Museum - Kunstmuseen KrefeldPainting - oil on canvasUploaded Tuesday, 21 January 2003 by member rocsdadPublic domain",7660,7659,oil,"Houses of Parliament, Sunset",1900-1901
"Houses of Parliament, Sunset
Claude Oscar Monet  (1903)National Gallery of Art - Washington DCPainting - oil on canvasUploaded Saturday, 12 April 2014 by member kohn1foxPublic domain",439034,439033,oil,"Houses of Parliament, Sunset",1903
"Houses of Parliament, Sunset (detail)
Claude Oscar Monet  (1900-1901)Private collectionPainting - oil on canvasUploaded Tuesday, 21 January 2003 by member rocsdadPublic domain",7662,7661,oil,"Houses of Parliament, Sunset (detail)",1900-1901
"Houses of Parliament, Westminster
Claude Oscar Monet  (1900-1901)Art Institute of ChicagoPainting - oil on canvasUploaded Tuesday, 21 January 2003 by member rocsdadPublic domain",7658,7657,oil,"Houses of Parliament, Westminster",1900-1901
"Houses on the Achterzaan
Claude Oscar Monet  (1871)Metropolitan Museum of Art - New York, NYPainting - oil on canvasUploaded Saturday, 11 January 2003 by member rocsdadPublic domain",212418,212417,oil,Houses on the Achterzaan,1871
"Houses on the Zaan River at Zaandam
Claude Oscar Monet  (1871)StÃ¤delsche Kunstinstitut und StÃ¤dtische GaleriePainting - oil on canvasUploaded Saturday, 11 January 2003 by member rocsdadPublic domain",6129,6128,oil,Houses on the Zaan River at Zaandam,1871
"Hunting
(also known as The Shoot)Claude Oscar Monet  (1876)MusÃ©e de la Chasse et de la NaturePainting - oil on canvasUploaded Wednesday, 18 June 2003 by member rocsdadPublic domain",21511,21510,oil,Hunting,1876
"Hunting Trophy
Claude Oscar Monet  (1862)MusÃ©e d'OrsayPainting - oil on canvasUploaded Friday, 10 January 2003 by member rocsdadPublic domain",5950,5949,oil,Hunting Trophy,1862
"The Hut in Trouville
Claude Oscar Monet  (1881)Museo Thyssen-BornemiszaPainting - oil on canvasUploaded Sunday, 15 December 2013 by member kohn1foxPublic domain",396730,396729,oil,The Hut in Trouville,1881
"The Big Blue at Antibes
(also known as The Seat at Antibes)Claude Oscar Monet  (1888)Kunstmuseum BaselPainting - oil on canvasUploaded Saturday, 18 January 2003 by member rocsdadPublic domain",7114,7113,oil,The Big Blue at Antibes,1888
"Ice Floes, Misty Morning
Claude Oscar Monet  (1894)Philadelphia Museum of ArtPainting - oil on canvasUploaded Sunday, 19 January 2003 by member rocsdadPublic domain",396613,396612,oil,"Ice Floes, Misty Morning",1894
"Ice Floes on the Seine at Bougival
Claude Oscar Monet  (1867-1868)MusÃ©e d'OrsayPainting - oil on canvasUploaded Friday, 10 January 2003 by member rocsdadPublic domain",5942,5941,oil,Ice Floes on the Seine at Bougival,1867-1868
"Ice Flows on the Seine at Bennecourt
Claude Oscar Monet  (1893)Private collectionPainting - oil on canvasUploaded Saturday, 14 December 2013 by member kohn1foxPublic domain",396616,396615,oil,Ice Flows on the Seine at Bennecourt,1893
"Ile aux Fleurs near VÃ©theuil
Claude Oscar Monet  (1880)Metropolitan Museum of Art - New York, NYPainting - oil on canvasUploaded Friday, 31 August 2012 by member IrenePublic domain",212415,212414,oil,Ile aux Fleurs near VÃ©theuil,1880
"Impression, Sunrise
Claude Oscar Monet  (1873)MusÃ©e Marmottan MonetPainting - oil on canvasUploaded Saturday, 11 January 2003 by member rocsdadPublic domain",6213,6212,oil,"Impression, Sunrise",1873
"Infantry Guards Wandering along the River
Claude Oscar Monet  (1870)Private collectionPainting - oil on canvasUploaded Saturday, 11 January 2003 by member rocsdadPublic domain",6070,6069,oil,Infantry Guards Wandering along the River,1870
"An Interior after Dinner
Claude Oscar Monet  (1868-1869)National Gallery of Art - Washington DCPainting - oil on canvasUploaded Saturday, 11 January 2003 by member rocsdadPublic domain",6046,6045,oil,An Interior after Dinner,1868-1869
"In the Garden
Claude Oscar Monet  (1875)Private collectionPainting - oil on canvasUploaded Sunday, 12 January 2003 by member rocsdadPublic domain",6337,6336,oil,In the Garden,1875
"In the Meadow (detail)
Claude Oscar Monet  (1876)Private collectionPainting - oil on canvasUploaded Sunday, 12 January 2003 by member rocsdadPublic domain",6357,6356,oil,In the Meadow (detail),1876
"In the 'Norvegienne'
Claude Oscar Monet  (1887)MusÃ©e d'OrsayPainting - oil on canvasUploaded Saturday, 18 January 2003 by member rocsdadPublic domain",7066,7065,oil,In the 'Norvegienne',1887
"In the Woods at Giverny: Blanche HoschedÃ© at Her Easel with Suzanne HoschedÃ© Reading
Claude Oscar Monet  (1887)Los Angeles County Museum of ArtPainting - oil on canvasUploaded Saturday, 18 January 2003 by member rocsdadPublic domain",7056,7055,oil,In the Woods at Giverny: Blanche HoschedÃ© at Her Easel with Suzanne HoschedÃ© Reading,1887
"Iris
Claude Oscar Monet  (1922-1926)Art Institute of ChicagoPainting - oil on canvasUploaded Wednesday, 15 January 2003 by member rocsdadPublic domain",348080,348079,oil,Iris,1922-1926
"Irises
Claude Oscar Monet  (1914-1917)National Gallery - LondonPainting - oil on canvasUploaded Tuesday, 9 July 2013 by member kohn1foxPublic domain",332236,332235,oil,Irises,1914-1917
"Irises
Claude Oscar Monet  (1914-1917)Private collectionPainting - oil on canvasUploaded Thursday, 23 January 2003 by member rocsdadPublic domain",7966,7965,oil,Irises,1914-1917
